# frame_inde	 accel.x	 accel.y	 accel.z	 gyro.x	 gyro.y	 gyro.z
frame0	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame1	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame2	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame3	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame4	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame5	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame6	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame7	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame8	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame9	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame10	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame11	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame12	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame13	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame14	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame15	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame16	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame17	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame18	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame19	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame20	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame21	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame22	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame23	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame24	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame25	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame26	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame27	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame28	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame29	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame30	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame31	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame32	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame33	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame34	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame35	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame36	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame37	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame38	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame39	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame40	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame41	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame42	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame43	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame44	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame45	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame46	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame47	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame48	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame49	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame50	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame51	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame52	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame53	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame54	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame55	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame56	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame57	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame58	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame59	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame60	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame61	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame62	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame63	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame64	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame65	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame66	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame67	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame68	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame69	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame70	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame71	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame72	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame73	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame74	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame75	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame76	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame77	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame78	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame79	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame80	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame81	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame82	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame83	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame84	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame85	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame86	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame87	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame88	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame89	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame90	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
frame91	-0.3668847382068634	-9.855286598205566	-0.8549389839172363	0.04890987277030945	0.19026301801204681	0.09079640358686447
